Indicador,Nombre,Descripción,Periodicidad,,
31147,1654,1654,Nueva semanal,,
31148,1655,1655,Nueva semanal,,
31149,1656,1656,Nueva semanal,,
31150,1657,1657,Nueva semanal,,
31151,1658,1658,Nueva semanal,,
31152,1659,1659,Nueva semanal,,
31153,1660,1660,Nueva semanal,,
31154,1661,1661,Nueva semanal,,
31155,1662,1662,Nueva semanal,,
31156,1663,1663,Nueva semanal,,
31157,1664,1664,Nueva semanal,,
31158,1665,1665,Nueva semanal,,
31159,1666,1666,Nueva semanal,,
31160,1667,1667,Nueva semanal,,
31161,1668,1668,Nueva semanal,,
31162,1669,1669,Nueva semanal,,
31163,1670,1670,Nueva semanal,,
31164,1671,1671,Nueva semanal,,
31165,1672,1672,Nueva semanal,,
31166,1673,1673,Nueva semanal,,
31167,1674,1674,Nueva semanal,,
31168,1675,1675,Nueva semanal,,
31169,1676,1676,Nueva semanal,,
31170,1677,1677,Nueva semanal,,
31171,1678,1678,Nueva semanal,,
31172,1679,1679,Nueva semanal,,
31173,1680,1680,Nueva semanal,,
31174,1681,1681,Nueva semanal,,
31175,1682,1682,Nueva semanal,,
31176,1683,1683,Nueva semanal,,
,Curva de Rendimiento Soberana Total,Curva de Rendimiento Soberana Total,Nueva semanal,,
31177,1684,1684,Nueva semanal,,
31178,1685,1685,Nueva semanal,,
31179,1686,1686,Nueva semanal,,
31180,1687,1687,Nueva semanal,,
31181,1688,1688,Nueva semanal,,
31182,1689,1689,Nueva semanal,,
31183,1690,1690,Nueva semanal,,
31184,1691,1691,Nueva semanal,,
31185,1692,1692,Nueva semanal,,
31186,1693,1693,Nueva semanal,,
31187,1694,1694,Nueva semanal,,
31188,1695,1695,Nueva semanal,,
31189,1696,1696,Nueva semanal,,
31190,1697,1697,Nueva semanal,,
31191,1698,1698,Nueva semanal,,
31192,1699,1699,Nueva semanal,,
31193,1700,1700,Nueva semanal,,
31194,1701,1701,Nueva semanal,,
31195,1702,1702,Nueva semanal,,
31196,1703,1703,Nueva semanal,,
31197,1704,1704,Nueva semanal,,
31198,1705,1705,Nueva semanal,,
31199,1706,1706,Nueva semanal,,
31200,1707,1707,Nueva semanal,,
31201,1708,1708,Nueva semanal,,
31202,1709,1709,Nueva semanal,,
31203,1710,1710,Nueva semanal,,
31204,1711,1711,Nueva semanal,,
31205,1712,1712,Nueva semanal,,
31206,1713,1713,Nueva semanal,,
31207,1714,1714,Nueva semanal,,
31208,1715,1715,Nueva semanal,,
31209,1716,1716,Nueva semanal,,
31210,1717,1717,Nueva semanal,,
31211,1718,1718,Nueva semanal,,
31212,1719,1719,Nueva semanal,,
31213,1720,1720,Nueva semanal,,
31214,1721,1721,Nueva semanal,,
31215,1722,1722,Nueva semanal,,
31216,1723,1723,Nueva semanal,,
31217,1724,1724,Nueva semanal,,
31218,1725,1725,Nueva semanal,,
31219,1726,1726,Nueva semanal,,
31220,1727,1727,Nueva semanal,,
31221,1728,1728,Nueva semanal,,
31222,1729,1729,Nueva semanal,,
31223,1730,1730,Nueva semanal,,
31224,1731,1731,Nueva semanal,,
31225,1732,1732,Nueva semanal,,
31226,1733,1733,Nueva semanal,,
31227,1734,1734,Nueva semanal,,
31228,1735,1735,Nueva semanal,,
31229,1736,1736,Nueva semanal,,
31230,1737,1737,Nueva semanal,,
31231,1738,1738,Nueva semanal,,
31232,1739,1739,Nueva semanal,,
31233,1740,1740,Nueva semanal,,
31234,1741,1741,Nueva semanal,,
31235,1742,1742,Nueva semanal,,
31236,1743,1743,Nueva semanal,,
31237,1744,1744,Nueva semanal,,
31238,1745,1745,Nueva semanal,,
31239,1746,1746,Nueva semanal,,
31240,1747,1747,Nueva semanal,,
31241,1748,1748,Nueva semanal,,
31242,1749,1749,Nueva semanal,,
31243,1750,1750,Nueva semanal,,
31244,1751,1751,Nueva semanal,,
31245,1752,1752,Nueva semanal,,
31246,1753,1753,Nueva semanal,,
31247,1754,1754,Nueva semanal,,
31248,1755,1755,Nueva semanal,,
31249,1756,1756,Nueva semanal,,
31250,1757,1757,Nueva semanal,,
31251,1758,1758,Nueva semanal,,
31252,1759,1759,Nueva semanal,,
31253,1760,1760,Nueva semanal,,
31254,1761,1761,Nueva semanal,,
31255,1762,1762,Nueva semanal,,
31256,1763,1763,Nueva semanal,,
31257,1764,1764,Nueva semanal,,
31258,1765,1765,Nueva semanal,,
31259,1766,1766,Nueva semanal,,
31260,1767,1767,Nueva semanal,,
31261,1768,1768,Nueva semanal,,
31262,1769,1769,Nueva semanal,,
31263,1770,1770,Nueva semanal,,
31264,1771,1771,Nueva semanal,,
31265,1772,1772,Nueva semanal,,
31266,1773,1773,Nueva semanal,,
31267,1774,1774,Nueva semanal,,
31268,1775,1775,Nueva semanal,,
31269,1776,1776,Nueva semanal,,
31270,1777,1777,Nueva semanal,,
31271,1778,1778,Nueva semanal,,
31272,1779,1779,Nueva semanal,,
31273,1780,1780,Nueva semanal,,
31274,1781,1781,Nueva semanal,,
31275,1782,1782,Nueva semanal,,
,Curva de Rendimiento Soberana Total,Curva de Rendimiento Soberana Total,Nueva semanal,,
31276,1783,1783,Nueva semanal,,
31277,1784,1784,Nueva semanal,,
31278,1785,1785,Nueva semanal,,
31279,1786,1786,Nueva semanal,,
31280,1787,1787,Nueva semanal,,
31281,1788,1788,Nueva semanal,,
31282,1789,1789,Nueva semanal,,
31283,1790,1790,Nueva semanal,,
31284,1791,1791,Nueva semanal,,
31285,1792,1792,Nueva semanal,,
31286,1793,1793,Nueva semanal,,
31287,1794,1794,Nueva semanal,,
31288,1795,1795,Nueva semanal,,
31289,1796,1796,Nueva semanal,,
31290,1797,1797,Nueva semanal,,
31291,1798,1798,Nueva semanal,,
31292,1799,1799,Nueva semanal,,
31293,1800,1800,Nueva semanal,,
31294,1801,1801,Nueva semanal,,
31295,1802,1802,Nueva semanal,,
31296,1803,1803,Nueva semanal,,
31297,1804,1804,Nueva semanal,,
31298,1805,1805,Nueva semanal,,
31299,1806,1806,Nueva semanal,,
31300,1807,1807,Nueva semanal,,
31301,1808,1808,Nueva semanal,,
31302,1809,1809,Nueva semanal,,
31303,1810,1810,Nueva semanal,,
31304,1811,1811,Nueva semanal,,
31305,1812,1812,Nueva semanal,,
31306,1813,1813,Nueva semanal,,
31307,1814,1814,Nueva semanal,,
31308,1815,1815,Nueva semanal,,
31309,1816,1816,Nueva semanal,,
31310,1817,1817,Nueva semanal,,
31311,1818,1818,Nueva semanal,,
31312,1819,1819,Nueva semanal,,
31313,1820,1820,Nueva semanal,,
31314,1821,1821,Nueva semanal,,
31315,1822,1822,Nueva semanal,,
31316,1823,1823,Nueva semanal,,
31317,1824,1824,Nueva semanal,,
31318,1825,1825,Nueva semanal,,
31319,1826,1826,Nueva semanal,,
31320,1827,1827,Nueva semanal,,
31321,1828,1828,Nueva semanal,,
31322,1829,1829,Nueva semanal,,
31323,1830,1830,Nueva semanal,,
31324,1831,1831,Nueva semanal,,
31325,1832,1832,Nueva semanal,,
31326,1833,1833,Nueva semanal,,
31327,1834,1834,Nueva semanal,,
31328,1835,1835,Nueva semanal,,
31329,1836,1836,Nueva semanal,,
31330,1837,1837,Nueva semanal,,
31331,1838,1838,Nueva semanal,,
31332,1839,1839,Nueva semanal,,
31333,1840,1840,Nueva semanal,,
31334,1841,1841,Nueva semanal,,
31335,1842,1842,Nueva semanal,,
31336,1843,1843,Nueva semanal,,
31337,1844,1844,Nueva semanal,,
31338,1845,1845,Nueva semanal,,
31339,1846,1846,Nueva semanal,,
31340,1847,1847,Nueva semanal,,
31341,1848,1848,Nueva semanal,,
31342,1849,1849,Nueva semanal,,
31343,1850,1850,Nueva semanal,,
31344,1851,1851,Nueva semanal,,
31345,1852,1852,Nueva semanal,,
31346,1853,1853,Nueva semanal,,
31347,1854,1854,Nueva semanal,,
31348,1855,1855,Nueva semanal,,
31349,1856,1856,Nueva semanal,,
31350,1857,1857,Nueva semanal,,
31351,1858,1858,Nueva semanal,,
31352,1859,1859,Nueva semanal,,
31353,1860,1860,Nueva semanal,,
31354,1861,1861,Nueva semanal,,
31355,1862,1862,Nueva semanal,,
31356,1863,1863,Nueva semanal,,
31357,1864,1864,Nueva semanal,,
31358,1865,1865,Nueva semanal,,
31359,1866,1866,Nueva semanal,,
31360,1867,1867,Nueva semanal,,
31361,1868,1868,Nueva semanal,,
31362,1869,1869,Nueva semanal,,
31363,1870,1870,Nueva semanal,,
31364,1871,1871,Nueva semanal,,
31365,1872,1872,Nueva semanal,,
31366,1873,1873,Nueva semanal,,
31367,1874,1874,Nueva semanal,,
31368,1875,1875,Nueva semanal,,
31369,1876,1876,Nueva semanal,,
31370,1877,1877,Nueva semanal,,
31371,1878,1878,Nueva semanal,,
31372,1879,1879,Nueva semanal,,
31373,1880,1880,Nueva semanal,,
31374,1881,1881,Nueva semanal,,
,Curva de Rendimiento Soberana Total,Curva de Rendimiento Soberana Total,Nueva semanal,,
31375,1882,1882,Nueva semanal,,
31376,1883,1883,Nueva semanal,,
31377,1884,1884,Nueva semanal,,
31378,1885,1885,Nueva semanal,,
31379,1886,1886,Nueva semanal,,
31380,1887,1887,Nueva semanal,,
31381,1888,1888,Nueva semanal,,
31382,1889,1889,Nueva semanal,,
31383,1890,1890,Nueva semanal,,
31384,1891,1891,Nueva semanal,,
31385,1892,1892,Nueva semanal,,
31386,1893,1893,Nueva semanal,,
31387,1894,1894,Nueva semanal,,
31388,1895,1895,Nueva semanal,,
31389,1896,1896,Nueva semanal,,
31390,1897,1897,Nueva semanal,,
31391,1898,1898,Nueva semanal,,
31392,1899,1899,Nueva semanal,,
31393,1900,1900,Nueva semanal,,
31394,1901,1901,Nueva semanal,,
31395,1902,1902,Nueva semanal,,
31396,1903,1903,Nueva semanal,,
31397,1904,1904,Nueva semanal,,
31398,1905,1905,Nueva semanal,,
31399,1906,1906,Nueva semanal,,
31400,1907,1907,Nueva semanal,,
31401,1908,1908,Nueva semanal,,
31402,1909,1909,Nueva semanal,,
31403,1910,1910,Nueva semanal,,
31404,1911,1911,Nueva semanal,,
31405,1912,1912,Nueva semanal,,
31406,1913,1913,Nueva semanal,,
31407,1914,1914,Nueva semanal,,
31408,1915,1915,Nueva semanal,,
31409,1916,1916,Nueva semanal,,
31410,1917,1917,Nueva semanal,,
31411,1918,1918,Nueva semanal,,
31412,1919,1919,Nueva semanal,,
31413,1920,1920,Nueva semanal,,
31414,1921,1921,Nueva semanal,,
31415,1922,1922,Nueva semanal,,
31416,1923,1923,Nueva semanal,,
31417,1924,1924,Nueva semanal,,
31418,1925,1925,Nueva semanal,,
31419,1926,1926,Nueva semanal,,
31420,1927,1927,Nueva semanal,,
31421,1928,1928,Nueva semanal,,
31422,1929,1929,Nueva semanal,,
31423,1930,1930,Nueva semanal,,
31424,1931,1931,Nueva semanal,,
31425,1932,1932,Nueva semanal,,
31426,1933,1933,Nueva semanal,,
31427,1934,1934,Nueva semanal,,
31428,1935,1935,Nueva semanal,,
31429,1936,1936,Nueva semanal,,
31430,1937,1937,Nueva semanal,,
31431,1938,1938,Nueva semanal,,
31432,1939,1939,Nueva semanal,,
31433,1940,1940,Nueva semanal,,
31434,1941,1941,Nueva semanal,,
31435,1942,1942,Nueva semanal,,
31436,1943,1943,Nueva semanal,,
31437,1944,1944,Nueva semanal,,
31438,1945,1945,Nueva semanal,,
31439,1946,1946,Nueva semanal,,
31440,1947,1947,Nueva semanal,,
31441,1948,1948,Nueva semanal,,
31442,1949,1949,Nueva semanal,,
31443,1950,1950,Nueva semanal,,
31444,1951,1951,Nueva semanal,,
31445,1952,1952,Nueva semanal,,
31446,1953,1953,Nueva semanal,,
31447,1954,1954,Nueva semanal,,
31448,1955,1955,Nueva semanal,,
31449,1956,1956,Nueva semanal,,
31450,1957,1957,Nueva semanal,,
31451,1958,1958,Nueva semanal,,
31452,1959,1959,Nueva semanal,,
31453,1960,1960,Nueva semanal,,
31454,1961,1961,Nueva semanal,,
31455,1962,1962,Nueva semanal,,
31456,1963,1963,Nueva semanal,,
31457,1964,1964,Nueva semanal,,
31458,1965,1965,Nueva semanal,,
31459,1966,1966,Nueva semanal,,
31460,1967,1967,Nueva semanal,,
31461,1968,1968,Nueva semanal,,
31462,1969,1969,Nueva semanal,,
31463,1970,1970,Nueva semanal,,
31464,1971,1971,Nueva semanal,,
31465,1972,1972,Nueva semanal,,
31466,1973,1973,Nueva semanal,,
31467,1974,1974,Nueva semanal,,
31468,1975,1975,Nueva semanal,,
31469,1976,1976,Nueva semanal,,
31470,1977,1977,Nueva semanal,,
31471,1978,1978,Nueva semanal,,
31472,1979,1979,Nueva semanal,,
31473,1980,1980,Nueva semanal,,
,Curva de Rendimiento Soberana Total,Curva de Rendimiento Soberana Total,Nueva semanal,,
31474,1981,1981,Nueva semanal,,
31475,1982,1982,Nueva semanal,,
31476,1983,1983,Nueva semanal,,
31477,1984,1984,Nueva semanal,,
31478,1985,1985,Nueva semanal,,
31479,1986,1986,Nueva semanal,,
31480,1987,1987,Nueva semanal,,
31481,1988,1988,Nueva semanal,,
31482,1989,1989,Nueva semanal,,
31483,1990,1990,Nueva semanal,,
31484,1991,1991,Nueva semanal,,
31485,1992,1992,Nueva semanal,,
31486,1993,1993,Nueva semanal,,
31487,1994,1994,Nueva semanal,,
31488,1995,1995,Nueva semanal,,
31489,1996,1996,Nueva semanal,,
31490,1997,1997,Nueva semanal,,
31491,1998,1998,Nueva semanal,,
31492,1999,1999,Nueva semanal,,
31493,2000,2000,Nueva semanal,,
31494,2001,2001,Nueva semanal,,
31495,2002,2002,Nueva semanal,,
31496,2003,2003,Nueva semanal,,
31497,2004,2004,Nueva semanal,,
31498,2005,2005,Nueva semanal,,
31499,2006,2006,Nueva semanal,,
31500,2007,2007,Nueva semanal,,
31501,2008,2008,Nueva semanal,,
31502,2009,2009,Nueva semanal,,
31503,2010,2010,Nueva semanal,,
31504,2011,2011,Nueva semanal,,
31505,2012,2012,Nueva semanal,,
31506,2013,2013,Nueva semanal,,
31507,2014,2014,Nueva semanal,,
31508,2015,2015,Nueva semanal,,
31509,2016,2016,Nueva semanal,,
31510,2017,2017,Nueva semanal,,
31511,2018,2018,Nueva semanal,,
31512,2019,2019,Nueva semanal,,
31513,2020,2020,Nueva semanal,,
31514,2021,2021,Nueva semanal,,
31515,2022,2022,Nueva semanal,,
31516,2023,2023,Nueva semanal,,
31517,2024,2024,Nueva semanal,,
31518,2025,2025,Nueva semanal,,
31519,2026,2026,Nueva semanal,,
31520,2027,2027,Nueva semanal,,
31521,2028,2028,Nueva semanal,,
31522,2029,2029,Nueva semanal,,
31523,2030,2030,Nueva semanal,,
31524,2031,2031,Nueva semanal,,
31525,2032,2032,Nueva semanal,,
31526,2033,2033,Nueva semanal,,
31527,2034,2034,Nueva semanal,,
31528,2035,2035,Nueva semanal,,
31529,2036,2036,Nueva semanal,,
31530,2037,2037,Nueva semanal,,
31531,2038,2038,Nueva semanal,,
31532,2039,2039,Nueva semanal,,
31533,2040,2040,Nueva semanal,,
31534,2041,2041,Nueva semanal,,
31535,2042,2042,Nueva semanal,,
31536,2043,2043,Nueva semanal,,
31537,2044,2044,Nueva semanal,,
31538,2045,2045,Nueva semanal,,
31539,2046,2046,Nueva semanal,,
31540,2047,2047,Nueva semanal,,
31541,2048,2048,Nueva semanal,,
31542,2049,2049,Nueva semanal,,
31543,2050,2050,Nueva semanal,,
31544,2051,2051,Nueva semanal,,
31545,2052,2052,Nueva semanal,,
31546,2053,2053,Nueva semanal,,
31547,2054,2054,Nueva semanal,,
31548,2055,2055,Nueva semanal,,
31549,2056,2056,Nueva semanal,,
31550,2057,2057,Nueva semanal,,
31551,2058,2058,Nueva semanal,,
31552,2059,2059,Nueva semanal,,
31553,2060,2060,Nueva semanal,,
31554,2061,2061,Nueva semanal,,
31555,2062,2062,Nueva semanal,,
31556,2063,2063,Nueva semanal,,
31557,2064,2064,Nueva semanal,,
31558,2065,2065,Nueva semanal,,
31559,2066,2066,Nueva semanal,,
31560,2067,2067,Nueva semanal,,
31561,2068,2068,Nueva semanal,,
31562,2069,2069,Nueva semanal,,
31563,2070,2070,Nueva semanal,,
31564,2071,2071,Nueva semanal,,
31565,2072,2072,Nueva semanal,,
31566,2073,2073,Nueva semanal,,
31567,2074,2074,Nueva semanal,,
31568,2075,2075,Nueva semanal,,
31569,2076,2076,Nueva semanal,,
31570,2077,2077,Nueva semanal,,
31571,2078,2078,Nueva semanal,,
31572,2079,2079,Nueva semanal,,
,Curva de Rendimiento Soberana Total,Curva de Rendimiento Soberana Total,Nueva semanal,,
31573,2080,2080,Nueva semanal,,
31574,2081,2081,Nueva semanal,,
31575,2082,2082,Nueva semanal,,
31576,2083,2083,Nueva semanal,,
31577,2084,2084,Nueva semanal,,
31578,2085,2085,Nueva semanal,,
31579,2086,2086,Nueva semanal,,
31580,2087,2087,Nueva semanal,,
31581,2088,2088,Nueva semanal,,
31582,2089,2089,Nueva semanal,,
31583,2090,2090,Nueva semanal,,
31584,2091,2091,Nueva semanal,,
31585,2092,2092,Nueva semanal,,
31586,2093,2093,Nueva semanal,,
31587,2094,2094,Nueva semanal,,
31588,2095,2095,Nueva semanal,,
31589,2096,2096,Nueva semanal,,
31590,2097,2097,Nueva semanal,,
31591,2098,2098,Nueva semanal,,
31592,2099,2099,Nueva semanal,,
31593,2100,2100,Nueva semanal,,
31594,2101,2101,Nueva semanal,,
31595,2102,2102,Nueva semanal,,
31596,2103,2103,Nueva semanal,,
31597,2104,2104,Nueva semanal,,
31598,2105,2105,Nueva semanal,,
31599,2106,2106,Nueva semanal,,
31600,2107,2107,Nueva semanal,,
31601,2108,2108,Nueva semanal,,
31602,2109,2109,Nueva semanal,,
31603,2110,2110,Nueva semanal,,
31604,2111,2111,Nueva semanal,,
31605,2112,2112,Nueva semanal,,
31606,2113,2113,Nueva semanal,,
31607,2114,2114,Nueva semanal,,
31608,2115,2115,Nueva semanal,,
31609,2116,2116,Nueva semanal,,
31610,2117,2117,Nueva semanal,,
31611,2118,2118,Nueva semanal,,
31612,2119,2119,Nueva semanal,,
31613,2120,2120,Nueva semanal,,
31614,2121,2121,Nueva semanal,,
31615,2122,2122,Nueva semanal,,
31616,2123,2123,Nueva semanal,,
31617,2124,2124,Nueva semanal,,
31618,2125,2125,Nueva semanal,,
31619,2126,2126,Nueva semanal,,
31620,2127,2127,Nueva semanal,,
31621,2128,2128,Nueva semanal,,
31622,2129,2129,Nueva semanal,,
31623,2130,2130,Nueva semanal,,
31624,2131,2131,Nueva semanal,,
31625,2132,2132,Nueva semanal,,
31626,2133,2133,Nueva semanal,,
31627,2134,2134,Nueva semanal,,
31628,2135,2135,Nueva semanal,,
31629,2136,2136,Nueva semanal,,
31630,2137,2137,Nueva semanal,,
31631,2138,2138,Nueva semanal,,
31632,2139,2139,Nueva semanal,,
31633,2140,2140,Nueva semanal,,
31634,2141,2141,Nueva semanal,,
31635,2142,2142,Nueva semanal,,
31636,2143,2143,Nueva semanal,,
31637,2144,2144,Nueva semanal,,
31638,2145,2145,Nueva semanal,,
31639,2146,2146,Nueva semanal,,
31640,2147,2147,Nueva semanal,,
31641,2148,2148,Nueva semanal,,
31642,2149,2149,Nueva semanal,,
31643,2150,2150,Nueva semanal,,
31644,2151,2151,Nueva semanal,,
31645,2152,2152,Nueva semanal,,
31646,2153,2153,Nueva semanal,,
31647,2154,2154,Nueva semanal,,
31648,2155,2155,Nueva semanal,,
31649,2156,2156,Nueva semanal,,
31650,2157,2157,Nueva semanal,,
31651,2158,2158,Nueva semanal,,
31652,2159,2159,Nueva semanal,,
31653,2160,2160,Nueva semanal,,
31654,2161,2161,Nueva semanal,,
31655,2162,2162,Nueva semanal,,
31656,2163,2163,Nueva semanal,,
31657,2164,2164,Nueva semanal,,
31658,2165,2165,Nueva semanal,,
31659,2166,2166,Nueva semanal,,
31660,2167,2167,Nueva semanal,,
31661,2168,2168,Nueva semanal,,
31662,2169,2169,Nueva semanal,,
31663,2170,2170,Nueva semanal,,
31664,2171,2171,Nueva semanal,,
31665,2172,2172,Nueva semanal,,
31666,2173,2173,Nueva semanal,,
31667,2174,2174,Nueva semanal,,
31668,2175,2175,Nueva semanal,,
31669,2176,2176,Nueva semanal,,
31670,2177,2177,Nueva semanal,,
31671,2178,2178,Nueva semanal,,
,Curva de Rendimiento Soberana Total,Curva de Rendimiento Soberana Total,Nueva semanal,,
31672,2179,2179,Nueva semanal,,
31673,2180,2180,Nueva semanal,,
31674,2181,2181,Nueva semanal,,
31675,2182,2182,Nueva semanal,,
31676,2183,2183,Nueva semanal,,
31677,2184,2184,Nueva semanal,,
31678,2185,2185,Nueva semanal,,
31679,2186,2186,Nueva semanal,,
31680,2187,2187,Nueva semanal,,
31681,2188,2188,Nueva semanal,,
31682,2189,2189,Nueva semanal,,
31683,2190,2190,Nueva semanal,,
31684,2191,2191,Nueva semanal,,
31685,2192,2192,Nueva semanal,,
31686,2193,2193,Nueva semanal,,
31687,2194,2194,Nueva semanal,,
31688,2195,2195,Nueva semanal,,
31689,2196,2196,Nueva semanal,,
31690,2197,2197,Nueva semanal,,
31691,2198,2198,Nueva semanal,,
31692,2199,2199,Nueva semanal,,
31693,2200,2200,Nueva semanal,,
31694,2201,2201,Nueva semanal,,
31695,2202,2202,Nueva semanal,,
31696,2203,2203,Nueva semanal,,
31697,2204,2204,Nueva semanal,,
31698,2205,2205,Nueva semanal,,
31699,2206,2206,Nueva semanal,,
31700,2207,2207,Nueva semanal,,
31701,2208,2208,Nueva semanal,,
31702,2209,2209,Nueva semanal,,
31703,2210,2210,Nueva semanal,,
31704,2211,2211,Nueva semanal,,
31705,2212,2212,Nueva semanal,,
31706,2213,2213,Nueva semanal,,
31707,2214,2214,Nueva semanal,,
31708,2215,2215,Nueva semanal,,
31709,2216,2216,Nueva semanal,,
31710,2217,2217,Nueva semanal,,
31711,2218,2218,Nueva semanal,,
31712,2219,2219,Nueva semanal,,
31713,2220,2220,Nueva semanal,,
31714,2221,2221,Nueva semanal,,
31715,2222,2222,Nueva semanal,,
31716,2223,2223,Nueva semanal,,
31717,2224,2224,Nueva semanal,,
31718,2225,2225,Nueva semanal,,
31719,2226,2226,Nueva semanal,,
31720,2227,2227,Nueva semanal,,
31721,2228,2228,Nueva semanal,,
31722,2229,2229,Nueva semanal,,
31723,2230,2230,Nueva semanal,,
31724,2231,2231,Nueva semanal,,
31725,2232,2232,Nueva semanal,,
31726,2233,2233,Nueva semanal,,
31727,2234,2234,Nueva semanal,,
31728,2235,2235,Nueva semanal,,
31729,2236,2236,Nueva semanal,,
31730,2237,2237,Nueva semanal,,
31731,2238,2238,Nueva semanal,,
31732,2239,2239,Nueva semanal,,
31733,2240,2240,Nueva semanal,,
31734,2241,2241,Nueva semanal,,
31735,2242,2242,Nueva semanal,,
31736,2243,2243,Nueva semanal,,
31737,2244,2244,Nueva semanal,,
31738,2245,2245,Nueva semanal,,
31739,2246,2246,Nueva semanal,,
31740,2247,2247,Nueva semanal,,
31741,2248,2248,Nueva semanal,,
31742,2249,2249,Nueva semanal,,
31743,2250,2250,Nueva semanal,,
31744,2251,2251,Nueva semanal,,
31745,2252,2252,Nueva semanal,,
31746,2253,2253,Nueva semanal,,
31747,2254,2254,Nueva semanal,,
31748,2255,2255,Nueva semanal,,
31749,2256,2256,Nueva semanal,,
31750,2257,2257,Nueva semanal,,
31751,2258,2258,Nueva semanal,,
31752,2259,2259,Nueva semanal,,
31753,2260,2260,Nueva semanal,,
31754,2261,2261,Nueva semanal,,
31755,2262,2262,Nueva semanal,,
31756,2263,2263,Nueva semanal,,
31757,2264,2264,Nueva semanal,,
31758,2265,2265,Nueva semanal,,
31759,2266,2266,Nueva semanal,,
31760,2267,2267,Nueva semanal,,
31761,2268,2268,Nueva semanal,,
31762,2269,2269,Nueva semanal,,
31763,2270,2270,Nueva semanal,,
31764,2271,2271,Nueva semanal,,
31765,2272,2272,Nueva semanal,,
31766,2273,2273,Nueva semanal,,
31767,2274,2274,Nueva semanal,,
31768,2275,2275,Nueva semanal,,
31769,2276,2276,Nueva semanal,,
31770,2277,2277,Nueva semanal,,
,Curva de Rendimiento Soberana Total,Curva de Rendimiento Soberana Total,Nueva semanal,,
31771,2278,2278,Nueva semanal,,
31772,2279,2279,Nueva semanal,,
31773,2280,2280,Nueva semanal,,
31774,2281,2281,Nueva semanal,,
31775,2282,2282,Nueva semanal,,
31776,2283,2283,Nueva semanal,,
31777,2284,2284,Nueva semanal,,
31778,2285,2285,Nueva semanal,,
31779,2286,2286,Nueva semanal,,
31780,2287,2287,Nueva semanal,,
31781,2288,2288,Nueva semanal,,
31782,2289,2289,Nueva semanal,,
31783,2290,2290,Nueva semanal,,
31784,2291,2291,Nueva semanal,,
31785,2292,2292,Nueva semanal,,
31786,2293,2293,Nueva semanal,,
31787,2294,2294,Nueva semanal,,
31788,2295,2295,Nueva semanal,,
31789,2296,2296,Nueva semanal,,
31790,2297,2297,Nueva semanal,,
31791,2298,2298,Nueva semanal,,
31792,2299,2299,Nueva semanal,,
31793,2300,2300,Nueva semanal,,
31794,2301,2301,Nueva semanal,,
31795,2302,2302,Nueva semanal,,
31796,2303,2303,Nueva semanal,,
31797,2304,2304,Nueva semanal,,
31798,2305,2305,Nueva semanal,,
31799,2306,2306,Nueva semanal,,
31800,2307,2307,Nueva semanal,,
31801,2308,2308,Nueva semanal,,
31802,2309,2309,Nueva semanal,,
31803,2310,2310,Nueva semanal,,
31804,2311,2311,Nueva semanal,,
31805,2312,2312,Nueva semanal,,
31806,2313,2313,Nueva semanal,,
31807,2314,2314,Nueva semanal,,
31808,2315,2315,Nueva semanal,,
31809,2316,2316,Nueva semanal,,
31810,2317,2317,Nueva semanal,,
31811,2318,2318,Nueva semanal,,
31812,2319,2319,Nueva semanal,,
31813,2320,2320,Nueva semanal,,
31814,2321,2321,Nueva semanal,,
31815,2322,2322,Nueva semanal,,
31816,2323,2323,Nueva semanal,,
31817,2324,2324,Nueva semanal,,
31818,2325,2325,Nueva semanal,,
31819,2326,2326,Nueva semanal,,
31820,2327,2327,Nueva semanal,,
31821,2328,2328,Nueva semanal,,
31822,2329,2329,Nueva semanal,,
31823,2330,2330,Nueva semanal,,
31824,2331,2331,Nueva semanal,,
31825,2332,2332,Nueva semanal,,
31826,2333,2333,Nueva semanal,,
31827,2334,2334,Nueva semanal,,
31828,2335,2335,Nueva semanal,,
31829,2336,2336,Nueva semanal,,
31830,2337,2337,Nueva semanal,,
31831,2338,2338,Nueva semanal,,
31832,2339,2339,Nueva semanal,,
31833,2340,2340,Nueva semanal,,
31834,2341,2341,Nueva semanal,,
31835,2342,2342,Nueva semanal,,
31836,2343,2343,Nueva semanal,,
31837,2344,2344,Nueva semanal,,
31838,2345,2345,Nueva semanal,,
31839,2346,2346,Nueva semanal,,
31840,2347,2347,Nueva semanal,,
31841,2348,2348,Nueva semanal,,
31842,2349,2349,Nueva semanal,,
31843,2350,2350,Nueva semanal,,
31844,2351,2351,Nueva semanal,,
31845,2352,2352,Nueva semanal,,
31846,2353,2353,Nueva semanal,,
31847,2354,2354,Nueva semanal,,
31848,2355,2355,Nueva semanal,,
31849,2356,2356,Nueva semanal,,
31850,2357,2357,Nueva semanal,,
31851,2358,2358,Nueva semanal,,
31852,2359,2359,Nueva semanal,,
31853,2360,2360,Nueva semanal,,
31854,2361,2361,Nueva semanal,,
31855,2362,2362,Nueva semanal,,
31856,2363,2363,Nueva semanal,,
31857,2364,2364,Nueva semanal,,
31858,2365,2365,Nueva semanal,,
31859,2366,2366,Nueva semanal,,
31860,2367,2367,Nueva semanal,,
31861,2368,2368,Nueva semanal,,
31862,2369,2369,Nueva semanal,,
31863,2370,2370,Nueva semanal,,
31864,2371,2371,Nueva semanal,,
31865,2372,2372,Nueva semanal,,
